,indicator_category,indicator,gender,race_ethnicity,rate,state,year
3656,Food Safety,"Rate of Laboratory Confirmed Infections Caused by Shiga Toxin-Producing E-Coli (Per 100,000 people)",Female,All,1.2, TX,2013
3708,HIV/AIDS,"AIDS Diagnoses Rate (Per 100,000 people)",Both,Hispanic,13.1, MO,2013
3655,Food Safety,"Rate of Laboratory Confirmed Infections Caused by Shiga Toxin-Producing E-Coli (Per 100,000 people)",Male,All,0.2, TX,2013
3648,Food Safety,"Rate of Laboratory Confirmed Infections Caused by Salmonella (Per 100,000 people)",Both,All,11.6, TX,2013
3735,Life Expectancy and Death Rate (Overall),"All-Cause Mortality Rate (Age-Adjusted; Per 100,000 people)",Male,All,878.0, MO,2013
3737,Life Expectancy and Death Rate (Overall),"All-Cause Mortality Rate (Age-Adjusted; Per 100,000 people)",Both,All,762.8, MO,2013
3794,Injury and Violence,"Firearm Related Mortality Rate (Age-Adjusted; Per 100,000 people)",Both,Black,40.7, MO,2013
3787,Injury and Violence,"Firearm Related Mortality Rate (Age-Adjusted; Per 100,000 people)",Both,All,21.4, MO,2013
3786,Injury and Violence,"Firearm Related Mortality Rate (Age-Adjusted; Per 100,000 people)",Female,All,5.4, MO,2013
3785,Injury and Violence,"Firearm Related Mortality Rate (Age-Adjusted; Per 100,000 people)",Male,All,38.3, MO,2013
3782,Cancer,"Female Breast Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",Female,White,16.1, MO,2013
3779,Cancer,"Female Breast Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",Female,Black,23.4, MO,2013
3776,Cancer,"Female Breast Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",Female,All,18.1, MO,2013
3773,Behavioral Health/Substance Abuse,"Drug Abuse-Related Hospitalization Rate (Per 100,000 people) *Comparisons of these data are difficult as definitions can vary.",Both,White,77.0, MO,2013
3701,HIV/AIDS,"AIDS Diagnoses Rate (Per 100,000 people)",Female,All,3.8, MO,2013
3712,HIV/AIDS,"AIDS Diagnoses Rate (Per 100,000 people)",Both,White,8.3, MO,2013
3713,Cancer,"All Types of Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",Male,All,207.6, MO,2013
3714,Cancer,"All Types of Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",Female,All,151.7, MO,2013
2922,Demographics,Race/Ethnicity,Both,Other,0.1, MI,2013
2921,Demographics,Race/Ethnicity,Both,Multiracial,1.7, MI,2013
2916,HIV/AIDS,"Persons Living with HIV/AIDS Rate (Per 100,000 people)",Both,White,584.5, MI,2013
2913,HIV/AIDS,"Persons Living with HIV/AIDS Rate (Per 100,000 people)",Both,Other,545.4, MI,2013
2910,HIV/AIDS,"Persons Living with HIV/AIDS Rate (Per 100,000 people)",Both,Hispanic,345.1, MI,2013
2907,HIV/AIDS,"Persons Living with HIV/AIDS Rate (Per 100,000 people)",Both,Black,832.5, MI,2013
2881,"Nutrition, Physical Activity, & Obesity",Percent of High School Students Who Are Obese,Both,Black,22.6, MI,2013
2902,HIV/AIDS,"Persons Living with HIV/AIDS Rate (Per 100,000 people)",Both,All,770.7, MI,2013
2900,HIV/AIDS,"Persons Living with HIV/AIDS Rate (Per 100,000 people)",Male,All,1192.3, MI,2013
2893,"Nutrition, Physical Activity, & Obesity",Percent of High School Students Who Meet CDC-Recommended Physical Activity Levels,Both,Hispanic,8.6, MI,2013
2892,"Nutrition, Physical Activity, & Obesity",Percent of High School Students Who Meet CDC-Recommended Physical Activity Levels,Both,Black,13.9, MI,2013
2891,"Nutrition, Physical Activity, & Obesity",Percent of High School Students Who Meet CDC-Recommended Physical Activity Levels,Both,All,13.3, MI,2013
2890,"Nutrition, Physical Activity, & Obesity",Percent of High School Students Who Meet CDC-Recommended Physical Activity Levels,Female,All,10.8, MI,2013
2889,"Nutrition, Physical Activity, & Obesity",Percent of High School Students Who Meet CDC-Recommended Physical Activity Levels,Male,All,16.6, MI,2013
2888,Tobacco,Percent of High School Students Who Currently Smoke,Both,All,3.4, MI,2013
2886,Tobacco,Percent of High School Students Who Currently Smoke,Male,All,3.7, MI,2013
2884,Tobacco,Percent of High School Students Who Currently Smoke,Female,All,2.8, MI,2013
2901,HIV/AIDS,"Persons Living with HIV/AIDS Rate (Per 100,000 people)",Female,All,392.2, MI,2013
3802,"Nutrition, Physical Activity, & Obesity","Heart Disease Mortality Rate (Age-Adjusted; Per 100,000 people)",Male,All,185.4, MO,2013
3295,HIV/AIDS,"AIDS Diagnoses Rate (Per 100,000 people)",Both,Hispanic,11.7, TX,2013
3301,HIV/AIDS,"AIDS Diagnoses Rate (Per 100,000 people)",Both,White,6.1, TX,2013
3729,Cancer,"All Types of Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",Both,Hispanic,127.8, MO,2013
3726,Cancer,"All Types of Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",Both,Black,228.3, MO,2013
3723,Cancer,"All Types of Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",Both,Asian/PI,165.2, MO,2013
3715,Cancer,"All Types of Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",Both,All,177.2, MO,2013
3770,Behavioral Health/Substance Abuse,"Drug Abuse-Related Hospitalization Rate (Per 100,000 people) *Comparisons of these data are difficult as definitions can vary.",Both,Black,97.4, MO,2013
3736,Life Expectancy and Death Rate (Overall),"All-Cause Mortality Rate (Age-Adjusted; Per 100,000 people)",Female,All,642.1, MO,2013
3768,Maternal and Child Health,"Infant Mortality Rate (Per 1,000 live births)",Both,All,5.9, MO,2013
3761,Behavioral Health/Substance Abuse,"Drug Abuse-Related Hospitalization Rate (Per 100,000 people) *Comparisons of these data are difficult as definitions can vary.",Female,All,43.2, MO,2013
3328,Infectious Disease,"Tuberculosis Incidence Rate (Per 100,000 people)",Female,All,6.3, TX,2013
3303,Infectious Disease,"Tuberculosis Incidence Rate (Per 100,000 people)",Male,All,11.4, TX,2013
3435,HIV/AIDS,"HIV Diagnoses Rate (Per 100,000 people)",Both,Other,17.7, TX,2013
3646,Food Safety,"Rate of Laboratory Confirmed Infections Caused by Salmonella (Per 100,000 people)",Male,All,9.5, TX,2013
3536,Behavioral Health/Substance Abuse,Percent of Adults Who Binge Drank,Both,All,14.9, TX,2013
3546,Behavioral Health/Substance Abuse,Percent of Adults Who Binge Drank,Both,Hispanic,18.8, TX,2013
3641,Demographics,Race/Ethnicity,Both,Other,0.1, TX,2013
3639,Demographics,Race/Ethnicity,Both,Hispanic,43.6, TX,2013
3638,Demographics,Race/Ethnicity,Both,Black,23.0, TX,2013
3637,Demographics,Race/Ethnicity,Both,Asian/PI,6.2, TX,2013
3636,Demographics,Race/Ethnicity,Both,American Indian/Alaska Native,0.2, TX,2013
3612,HIV/AIDS,"Persons Living with HIV/AIDS Rate (Per 100,000 people)",Both,White,344.6, TX,2013
3609,HIV/AIDS,"Persons Living with HIV/AIDS Rate (Per 100,000 people)",Both,Other,255.5, TX,2013
3606,HIV/AIDS,"Persons Living with HIV/AIDS Rate (Per 100,000 people)",Both,Hispanic,349.5, TX,2013
3543,Behavioral Health/Substance Abuse,Percent of Adults Who Binge Drank,Both,Black,13.8, TX,2013
3603,HIV/AIDS,"Persons Living with HIV/AIDS Rate (Per 100,000 people)",Both,Black,1458.4, TX,2013
3594,HIV/AIDS,"Persons Living with HIV/AIDS Rate (Per 100,000 people)",Female,All,272.7, TX,2013
3593,HIV/AIDS,"Persons Living with HIV/AIDS Rate (Per 100,000 people)",Male,All,819.6, TX,2013
3563,Tobacco,Percent of High School Students Who Currently Smoke,Both,Black,6.7, TX,2013
3562,Tobacco,Percent of High School Students Who Currently Smoke,Male,All,14.9, TX,2013
3560,Tobacco,Percent of High School Students Who Currently Smoke,Female,All,7.8, TX,2013
3559,Tobacco,Percent of High School Students Who Currently Smoke,Both,All,11.3, TX,2013
4099,Behavioral Health/Substance Abuse,"Drug Abuse-Related Hospitalization Rate (Per 100,000 people) *Comparisons of these data are difficult as definitions can vary.",Female,All,978.0, NV,2013
3556,Demographics,Percent of Children Living in Poverty,Both,All,35.8, TX,2013
3552,Behavioral Health/Substance Abuse,Percent of Adults Who Binge Drank,Both,White,12.5, TX,2013
3343,Infectious Disease,"Tuberculosis Incidence Rate (Per 100,000 people)",Both,All,8.9, TX,2013
2923,Injury and Violence,"Suicide Rate  (Age-Adjusted; Per 100,000 people)",Male,All,14.6, MI,2013
3355,Tobacco,Percent of High School Students Who Currently Smoke,Both,Hispanic,12.5, TX,2013
3420,HIV/AIDS,"HIV Diagnoses Rate (Per 100,000 people)",Female,All,12.9, TX,2013
3760,Behavioral Health/Substance Abuse,"Drug Abuse-Related Hospitalization Rate (Per 100,000 people) *Comparisons of these data are difficult as definitions can vary.",Male,All,126.1, MO,2013
3758,"Nutrition, Physical Activity, & Obesity","Diabetes Mortality Rate (Age-Adjusted; Per 100,000 people)",Both,White,22.2, MO,2013
3747,"Nutrition, Physical Activity, & Obesity","Diabetes Mortality Rate (Age-Adjusted; Per 100,000 people)",Both,All,26.7, MO,2013
3746,"Nutrition, Physical Activity, & Obesity","Diabetes Mortality Rate (Age-Adjusted; Per 100,000 people)",Female,All,22.9, MO,2013
3745,"Nutrition, Physical Activity, & Obesity","Diabetes Mortality Rate (Age-Adjusted; Per 100,000 people)",Male,All,31.8, MO,2013
3743,Life Expectancy and Death Rate (Overall),"All-Cause Mortality Rate (Age-Adjusted; Per 100,000 people)",Both,White,741.2, MO,2013
3741,Life Expectancy and Death Rate (Overall),"All-Cause Mortality Rate (Age-Adjusted; Per 100,000 people)",Both,Black,996.2, MO,2013
3762,Behavioral Health/Substance Abuse,"Drug Abuse-Related Hospitalization Rate (Per 100,000 people) *Comparisons of these data are difficult as definitions can vary.",Both,All,83.5, MO,2013
3298,HIV/AIDS,"AIDS Diagnoses Rate (Per 100,000 people)",Both,Other,6.6, TX,2013
3647,Food Safety,"Rate of Laboratory Confirmed Infections Caused by Salmonella (Per 100,000 people)",Female,All,13.7, TX,2013
3642,Demographics,Race/Ethnicity,Both,White,25.8, TX,2013
3527,Infectious Disease,Percent of Adults Over Age 65 Who Received Pneumonia Vaccine,Both,White,63.8, TX,2013
3518,Infectious Disease,Percent of Adults Over Age 65 Who Received Pneumonia Vaccine,Both,All,60.8, TX,2013
3516,Infectious Disease,Percent of Adults Over Age 65 Who Received Pneumonia Vaccine,Female,All,67.9, TX,2013
3515,Infectious Disease,Percent of Adults Over Age 65 Who Received Pneumonia Vaccine,Male,All,50.1, TX,2013
3513,Demographics,Percent Foreign Born,Both,All,28.3, TX,2013
3511,Demographics,Percent Below 200% Poverty Level,Both,All,46.4, TX,2013
3510,Demographics,Percent 18+ High School Graduates,Both,All,77.6, TX,2013
3485,Demographics,Median Household Income (Dollars),Both,All,45353.0, TX,2013
3460,Maternal and Child Health,"Infant Mortality Rate (Per 1,000 live births)",Both,All,7.0, TX,2013
3535,Behavioral Health/Substance Abuse,Percent of Adults Who Binge Drank,Male,All,21.3, TX,2013
3438,HIV/AIDS,"HIV Diagnoses Rate (Per 100,000 people)",Both,White,12.7, TX,2013
3432,HIV/AIDS,"HIV Diagnoses Rate (Per 100,000 people)",Both,Hispanic,21.7, TX,2013
3429,HIV/AIDS,"HIV Diagnoses Rate (Per 100,000 people)",Both,Black,87.2, TX,2013
3421,HIV/AIDS,"HIV Diagnoses Rate (Per 100,000 people)",Both,All,30.5, TX,2013
3419,HIV/AIDS,"HIV Diagnoses Rate (Per 100,000 people)",Male,All,48.1, TX,2013
2924,Injury and Violence,"Suicide Rate  (Age-Adjusted; Per 100,000 people)",Female,All,2.3, MI,2013
3754,"Nutrition, Physical Activity, & Obesity","Diabetes Mortality Rate (Age-Adjusted; Per 100,000 people)",Both,Black,45.1, MO,2013
2882,"Nutrition, Physical Activity, & Obesity",Percent of High School Students Who Are Obese,Both,Hispanic,29.2, MI,2013
4152,HIV/AIDS,"HIV Diagnoses Rate (Per 100,000 people)",Male,All,34.4, NV,2013
4149,Injury and Violence,"Firearm Related Mortality Rate (Age-Adjusted; Per 100,000 people)",Both,Hispanic,7.0, NV,2013
4146,Injury and Violence,"Firearm Related Mortality Rate (Age-Adjusted; Per 100,000 people)",Both,Black,18.6, NV,2013
4139,Injury and Violence,"Firearm Related Mortality Rate (Age-Adjusted; Per 100,000 people)",Both,All,12.0, NV,2013
4138,Injury and Violence,"Firearm Related Mortality Rate (Age-Adjusted; Per 100,000 people)",Female,All,4.0, NV,2013
4136,Injury and Violence,"Firearm Related Mortality Rate (Age-Adjusted; Per 100,000 people)",Male,All,20.1, NV,2013
4160,"Nutrition, Physical Activity, & Obesity","Heart Disease Mortality Rate (Age-Adjusted; Per 100,000 people)",Female,All,138.8, NV,2013
4359,Behavioral Health/Substance Abuse,Percent of Adults Who Binge Drank,Both,Black,11.8, NV,2013
3803,"Nutrition, Physical Activity, & Obesity","Heart Disease Mortality Rate (Age-Adjusted; Per 100,000 people)",Female,All,145.2, MO,2013
3797,Injury and Violence,"Firearm Related Mortality Rate (Age-Adjusted; Per 100,000 people)",Both,White,13.9, MO,2013
3177,Demographics,Percent of Children Living in Poverty,Both,All,22.1, TX,2013
4153,Injury and Violence,"Firearm Related Mortality Rate (Age-Adjusted; Per 100,000 people)",Both,Other,3.0, NV,2013
3163,Demographics,Percent Foreign Born,Both,All,15.6, TX,2013
3160,Demographics,Percent 18+ High School Graduates,Both,All,84.5, TX,2013
3155,Maternal and Child Health,"Infant Mortality Rate (Per 1,000 live births)",Both,Hispanic,4.4, MO,2013
3140,Demographics,Median Household Income (Dollars),Both,All,56853.0, TX,2013
3119,Life Expectancy and Death Rate (Overall),Life Expectancy at Birth (Years),Both,White,76.5, TX,2013
3118,Life Expectancy and Death Rate (Overall),Life Expectancy at Birth (Years),Both,Black,74.3, TX,2013
3117,Life Expectancy and Death Rate (Overall),Life Expectancy at Birth (Years),Both,All,76.9, TX,2013
3221,Demographics,Race/Ethnicity,Both,American Indian/Alaska Native,0.3, TX,2013
3116,Life Expectancy and Death Rate (Overall),Life Expectancy at Birth (Years),Female,All,78.4, TX,2013
3071,HIV/AIDS,"HIV Diagnoses Rate (Per 100,000 people)",Both,White,5.4, TX,2013
3068,HIV/AIDS,"HIV Diagnoses Rate (Per 100,000 people)",Both,Hispanic,5.0, TX,2013
3065,HIV/AIDS,"AIDS Diagnoses Rate (Per 100,000 people)",Both,All,15.0, MO,2013
3161,Demographics,Percent Below 200% Poverty Level,Both,All,40.9, TX,2013
4156,Injury and Violence,"Firearm Related Mortality Rate (Age-Adjusted; Per 100,000 people)",Both,White,14.0, NV,2013
4161,"Nutrition, Physical Activity, & Obesity","Heart Disease Mortality Rate (Age-Adjusted; Per 100,000 people)",Both,All,190.7, NV,2013
4130,Cancer,"Female Breast Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",Female,Other,18.3, NV,2013
4124,Cancer,"Female Breast Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",Female,Black,30.2, NV,2013
4094,"Nutrition, Physical Activity, & Obesity","Diabetes Mortality Rate (Age-Adjusted; Per 100,000 people)",Both,White,11.0, NV,2013
4088,"Nutrition, Physical Activity, & Obesity","Diabetes Mortality Rate (Age-Adjusted; Per 100,000 people)",Both,Hispanic,17.1, NV,2013
2925,Injury and Violence,"Suicide Rate  (Age-Adjusted; Per 100,000 people)",Both,All,8.1, MI,2013
4085,"Nutrition, Physical Activity, & Obesity","Diabetes Mortality Rate (Age-Adjusted; Per 100,000 people)",Both,Black,17.4, NV,2013
4078,"Nutrition, Physical Activity, & Obesity","Diabetes Mortality Rate (Age-Adjusted; Per 100,000 people)",Both,All,11.8, NV,2013
4077,"Nutrition, Physical Activity, & Obesity","Diabetes Mortality Rate (Age-Adjusted; Per 100,000 people)",Female,All,9.9, NV,2013
4076,"Nutrition, Physical Activity, & Obesity","Diabetes Mortality Rate (Age-Adjusted; Per 100,000 people)",Male,All,13.7, NV,2013
4074,Life Expectancy and Death Rate (Overall),"All-Cause Mortality Rate (Age-Adjusted; Per 100,000 people)",Both,Hispanic,659.9, NV,2013
4071,Life Expectancy and Death Rate (Overall),"All-Cause Mortality Rate (Age-Adjusted; Per 100,000 people)",Both,Black,989.3, NV,2013
4069,Life Expectancy and Death Rate (Overall),"All-Cause Mortality Rate (Age-Adjusted; Per 100,000 people)",Both,Asian/PI,617.2, NV,2013
4067,Life Expectancy and Death Rate (Overall),"All-Cause Mortality Rate (Age-Adjusted; Per 100,000 people)",Both,All,742.1, NV,2013
4091,"Nutrition, Physical Activity, & Obesity","Diabetes Mortality Rate (Age-Adjusted; Per 100,000 people)",Both,Other,10.3, NV,2013
4203,HIV/AIDS,"HIV Diagnoses Rate (Per 100,000 people)",Both,White,12.2, NV,2013
4127,Cancer,"Female Breast Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",Female,Hispanic,12.7, NV,2013
4133,Cancer,"Female Breast Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",Female,White,23.1, NV,2013
4195,HIV/AIDS,"HIV Diagnoses Rate (Per 100,000 people)",Both,Hispanic,21.1, NV,2013
4192,HIV/AIDS,"HIV Diagnoses Rate (Per 100,000 people)",Both,Black,47.0, NV,2013
4189,HIV/AIDS,"HIV Diagnoses Rate (Per 100,000 people)",Both,Asian/PI,10.1, NV,2013
4184,HIV/AIDS,"HIV Diagnoses Rate (Per 100,000 people)",Both,All,20.0, NV,2013
4183,HIV/AIDS,"HIV Diagnoses Rate (Per 100,000 people)",Female,All,5.4, NV,2013
4178,"Nutrition, Physical Activity, & Obesity","Heart Disease Mortality Rate (Age-Adjusted; Per 100,000 people)",Both,White,187.2, NV,2013
4175,"Nutrition, Physical Activity, & Obesity","Heart Disease Mortality Rate (Age-Adjusted; Per 100,000 people)",Both,Other,156.7, NV,2013
4172,"Nutrition, Physical Activity, & Obesity","Heart Disease Mortality Rate (Age-Adjusted; Per 100,000 people)",Both,Hispanic,170.7, NV,2013
4169,"Nutrition, Physical Activity, & Obesity","Heart Disease Mortality Rate (Age-Adjusted; Per 100,000 people)",Both,Black,299.8, NV,2013
3064,HIV/AIDS,"HIV Diagnoses Rate (Per 100,000 people)",Both,Black,36.6, TX,2013
3059,HIV/AIDS,"HIV Diagnoses Rate (Per 100,000 people)",Both,All,9.7, TX,2013
4159,"Nutrition, Physical Activity, & Obesity","Heart Disease Mortality Rate (Age-Adjusted; Per 100,000 people)",Male,All,254.7, NV,2013
3057,HIV/AIDS,"HIV Diagnoses Rate (Per 100,000 people)",Male,All,15.9, TX,2013
2942,Demographics,Unemployment Rate Ages 16+,Both,All,25.3, MI,2013
2933,Injury and Violence,"Suicide Rate  (Age-Adjusted; Per 100,000 people)",Both,Black,6.6, MI,2013
2877,"Nutrition, Physical Activity, & Obesity",Percent of High School Students Who Are Obese,Male,All,25.4, MI,2013
2875,Demographics,Percent of Children Living in Poverty,Both,All,60.6, MI,2013
2865,Demographics,Percent Foreign Born,Both,All,5.0, MI,2013
2863,Demographics,Percent Below 200% Poverty Level,Both,All,64.0, MI,2013
2861,Life Expectancy and Death Rate (Overall),Life Expectancy at Birth (Years),Both,White,81.1, CA,2013
2858,Behavioral Health/Substance Abuse,"Opioid-Related Mortality Rate (Crude Rate; Per 100,000 people) *These data should not be compared across cities as they have different definitions",Both,White,2.0, MI,2013
2857,Behavioral Health/Substance Abuse,"Opioid-Related Mortality Rate (Crude Rate; Per 100,000 people) *These data should not be compared across cities as they have different definitions",Both,Other,1.0, MI,2013
2853,Behavioral Health/Substance Abuse,"Opioid-Related Mortality Rate (Crude Rate; Per 100,000 people) *These data should not be compared across cities as they have different definitions",Both,Black,4.0, MI,2013
2878,"Nutrition, Physical Activity, & Obesity",Percent of High School Students Who Are Obese,Female,All,20.8, MI,2013
2848,Demographics,Percent 18+ High School Graduates,Both,All,78.2, MI,2013
2844,Behavioral Health/Substance Abuse,"Opioid-Related Mortality Rate (Crude Rate; Per 100,000 people) *These data should not be compared across cities as they have different definitions",Female,All,3.0, MI,2013
2843,Behavioral Health/Substance Abuse,"Opioid-Related Mortality Rate (Crude Rate; Per 100,000 people) *These data should not be compared across cities as they have different definitions",Male,All,4.0, MI,2013
2833,Demographics,Median Household Income (Dollars),Both,All,24820.0, MI,2013
2830,Cancer,"Lung Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",Both,White,43.3, MI,2013
2827,Cancer,"Lung Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",Both,Black,62.6, MI,2013
2820,Cancer,"Lung Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",Both,All,60.1, MI,2013
2819,Cancer,"Lung Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",Female,All,44.9, MI,2013
2818,Cancer,"Lung Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",Male,All,81.7, MI,2013
2880,"Nutrition, Physical Activity, & Obesity",Percent of High School Students Who Are Obese,Both,All,22.9, MI,2013
3058,HIV/AIDS,"HIV Diagnoses Rate (Per 100,000 people)",Female,All,3.8, TX,2013
2814,Injury and Violence,"Homicide Rate (Age-Adjusted; Per 100,000 people)",Both,White,16.1, MI,2013
2845,Behavioral Health/Substance Abuse,"Opioid-Related Mortality Rate (Crude Rate; Per 100,000 people) *These data should not be compared across cities as they have different definitions",Both,All,7.0, MI,2013
2935,Injury and Violence,"Suicide Rate  (Age-Adjusted; Per 100,000 people)",Both,White,13.4, MI,2013
3292,HIV/AIDS,"AIDS Diagnoses Rate (Per 100,000 people)",Both,Black,51.2, TX,2013
3247,Food Safety,"Rate of Laboratory Confirmed Infections Caused by Shiga Toxin-Producing E-Coli (Per 100,000 people)",Female,All,3.5, TX,2013
2856,Behavioral Health/Substance Abuse,"Opioid-Related Mortality Rate (Crude Rate; Per 100,000 people) *These data should not be compared across cities as they have different definitions",Both,Hispanic,1.0, MI,2013
2946,HIV/AIDS,"AIDS Diagnoses Rate (Per 100,000 people)",Both,All,2.4, TX,2013
3225,Demographics,Race/Ethnicity,Both,Multiracial,1.7, TX,2013
2945,HIV/AIDS,"AIDS Diagnoses Rate (Per 100,000 people)",Male,All,4.1, TX,2013
3222,Demographics,Race/Ethnicity,Both,Asian/PI,3.6, TX,2013
3224,Demographics,Race/Ethnicity,Both,Hispanic,34.2, TX,2013
3285,HIV/AIDS,"AIDS Diagnoses Rate (Per 100,000 people)",Both,All,16.7, TX,2013
3284,HIV/AIDS,"AIDS Diagnoses Rate (Per 100,000 people)",Female,All,8.9, TX,2013
3283,HIV/AIDS,"AIDS Diagnoses Rate (Per 100,000 people)",Male,All,24.6, TX,2013
3281,Demographics,Unemployment Rate Ages 16+,Both,All,7.5, TX,2013
3276,Infectious Disease,"Tuberculosis Incidence Rate (Per 100,000 people)",Both,Black,8.4, TX,2013
3272,Infectious Disease,"Tuberculosis Incidence Rate (Per 100,000 people)",Both,All,3.9, TX,2013
3115,Life Expectancy and Death Rate (Overall),Life Expectancy at Birth (Years),Male,All,75.3, TX,2013
3270,Infectious Disease,"Tuberculosis Incidence Rate (Per 100,000 people)",Male,All,5.5, TX,2013
3271,Infectious Disease,"Tuberculosis Incidence Rate (Per 100,000 people)",Female,All,2.3, TX,2013
3229,Food Safety,"Rate of Laboratory Confirmed Infections Caused by Salmonella (Per 100,000 people)",Female,All,18.8, TX,2013
3223,Demographics,Race/Ethnicity,Both,Black,18.7, TX,2013
3248,Food Safety,"Rate of Laboratory Confirmed Infections Caused by Shiga Toxin-Producing E-Coli (Per 100,000 people)",Both,All,2.7, TX,2013
3243,Food Safety,"Rate of Laboratory Confirmed Infections Caused by Salmonella (Per 100,000 people)",Both,White,19.8, TX,2013
3240,Food Safety,"Rate of Laboratory Confirmed Infections Caused by Salmonella (Per 100,000 people)",Both,Hispanic,13.0, TX,2013
3237,Food Safety,"Rate of Laboratory Confirmed Infections Caused by Salmonella (Per 100,000 people)",Both,Black,13.0, TX,2013
3230,Food Safety,"Rate of Laboratory Confirmed Infections Caused by Salmonella (Per 100,000 people)",Both,All,18.9, TX,2013
3252,Food Safety,"Rate of Laboratory Confirmed Infections Caused by Shiga Toxin-Producing E-Coli (Per 100,000 people)",Both,White,3.2, TX,2013
3036,Maternal and Child Health,"Infant Mortality Rate (Per 1,000 live births)",Both,Black,8.5, MO,2013
3228,Food Safety,"Rate of Laboratory Confirmed Infections Caused by Salmonella (Per 100,000 people)",Male,All,19.0, TX,2013
3227,Demographics,Race/Ethnicity,Both,White,41.3, TX,2013
3226,Demographics,Race/Ethnicity,Both,Other,0.2, TX,2013
2493,Maternal and Child Health,Percent of Mothers Under Age 20,Female,Asian/PI,2.0, CO,2014
2497,Maternal and Child Health,Percent of Mothers Under Age 20,Female,Multiracial,5.9, CO,2014
2496,Maternal and Child Health,Percent of Mothers Under Age 20,Female,Black,7.6, CO,2014
8234,Injury and Violence,"Motor Vehicle Mortality Rate (Age-Adjusted; Per 100,000 people)",Both,Hispanic,9.3, AZ,2014
2491,Maternal and Child Health,Percent of Mothers Under Age 20,Female,All,5.1, CO,2014
2417,Infectious Disease,Percent of Children Who Received Seasonal Flu Shot,Female,All,36.6, CO,2014
2462,Maternal and Child Health,Percent of Low Birth Weight Babies Born,Both,Black,14.6, CO,2014
8238,Injury and Violence,"Motor Vehicle Mortality Rate (Age-Adjusted; Per 100,000 people)",Both,Multiracial,3.7, AZ,2014
2482,Maternal and Child Health,Percent of Low Birth Weight Babies Born,Both,Native American,7.3, CO,2014
2500,Maternal and Child Health,Percent of Mothers Under Age 20,Female,Native American,9.8, CO,2014
8241,Injury and Violence,"Motor Vehicle Mortality Rate (Age-Adjusted; Per 100,000 people)",Both,Native American,5.5, AZ,2014
2485,Maternal and Child Health,Percent of Low Birth Weight Babies Born,Both,Other,8.9, CO,2014
2479,Maternal and Child Health,Percent of Low Birth Weight Babies Born,Both,Multiracial,16.9, CO,2014
8355,Infectious Disease,Percent of Adults Who Received Seasonal Flu Shot,Male,All,2.2, AZ,2014
2503,Maternal and Child Health,Percent of Mothers Under Age 20,Female,Other,1.7, CO,2014
2488,Maternal and Child Health,Percent of Low Birth Weight Babies Born,Both,White,8.3, CO,2014
2505,Maternal and Child Health,Percent of Mothers Under Age 20,Female,White,1.0, CO,2014
8287,Infectious Disease,Percent of Adults Over Age 65 Who Received Pneumonia Vaccine,Male,All,0.1, AZ,2014
10448,HIV/AIDS,"Persons Living with HIV/AIDS Rate (Per 100,000 people)",Both,All,413.2, CA,2014
2375,Maternal and Child Health,Percent of Low Birth Weight Babies Born,Both,Asian/PI,10.1, CO,2014
8357,Infectious Disease,Percent of Adults Who Received Seasonal Flu Shot,Both,All,5.3, AZ,2014
8288,Infectious Disease,Percent of Adults Over Age 65 Who Received Pneumonia Vaccine,Female,All,0.1, AZ,2014
8356,Infectious Disease,Percent of Adults Who Received Seasonal Flu Shot,Female,All,3.1, AZ,2014
2388,Maternal and Child Health,Percent of Mothers Under Age 20,Female,Hispanic,10.6, CO,2014
8338,Tobacco,Percent of Adults Who Currently Smoke,Both,All,15.5, AZ,2014
2477,Maternal and Child Health,Percent of Low Birth Weight Babies Born,Both,Hispanic,8.9, CO,2014
2416,Infectious Disease,Percent of Children Who Received Seasonal Flu Shot,Male,All,35.5, CO,2014
8231,Injury and Violence,"Motor Vehicle Mortality Rate (Age-Adjusted; Per 100,000 people)",Both,Black,11.9, AZ,2014
2472,Maternal and Child Health,Percent of Low Birth Weight Babies Born,Both,All,9.4, CO,2014
6172,Injury and Violence,"Motor Vehicle Mortality Rate (Age-Adjusted; Per 100,000 people)",Both,White,1.0, MN,2014
10463,HIV/AIDS,"AIDS Diagnoses Rate (Per 100,000 people)",Both,All,16.1, CA,2014
6079,HIV/AIDS,"HIV-Related Mortality Rate (Age-Adjusted; Per 100,000 people)",Both,Hispanic,15.9, MN,2014
